X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_A,Coded_Medical_B,weight1,weight2,weight3,tm_start,tm_finish,duration,XSPANISH,XPRIMELAN,XLANG,Order_Q9_Q10_First,Order_Q9_Q10_Second,DOV_Q14_More,DOV_Q14_Fewer,DOV_Q14_About,DOV_Q14_Havent,DOV_Q57a,Order_Q20_Q22_First,Order_Q20_Q22_Second,Order_Q20_Q22_Third,DOV_Q20_E,DOV_Q20_F,Order_Q20_a,Order_Q20_b,Order_Q20_c,Order_Q20_d,Order_Q20_e,Order_Q20_f,DOV_Q21_E,DOV_Q21_F,Order_Q21_a,Order_Q21_b,Order_Q21_c,Order_Q21_d,Order_Q21_e,Order_Q21_f,DOV_Q22_E,DOV_Q22_F,Order_Q22_a,Order_Q22_b,Order_Q22_c,Order_Q22_d,Order_Q22_e,Order_Q22_f,Order_Q29_Q30_First,Order_Q29_Q30_Second,Order_Q36A_Q36B_First,Order_Q36A_Q36B_Second,Order_Q38A_Q38B_First,Order_Q38A_Q38B_Second,Order_Q41A_Q41B_First,Order_Q41A_Q41B_Second,Order_Q49_Q57_A,Order_Q49_Q57_E,Order_Q49_Q57_G,Order_Q49_Q57_H,Order_Q49_Q57_I,Q2,Q4A,Q5,Q9a,Q9b,Q9c,Q9e,Q9f,Q9g,Q9h,Q9i,Q10a,Q10b,Q10c,Q10e,Q10f,Q10g,Q10h,Q10i,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q22,Q27,Q29,Q30,Q32B,Q33B,Q34,Q35,Q36A,Q36B,Q37,Q38A,Q38B,Q39,Q41A,Q41B,Q42,Q43,Q44,Q44A,Q44A1,Q45,Q46,Q47,Q48B,Q48b1,Q49_A,Q50_A,Q51_A,Q52_A,Q53_A,Q54_A,Q55_A,Q56_A,Q49_E,Q50_E,Q51_E,Q52_E,Q55_E,Q56_E,Q57a_E,Q57b_E,Q49_G,Q50_G,Q51_G,Q52_G,Q55_G,Q56_G,Q57a_G,Q57b_G,Q49_H,Q50_H,Q51_H,Q52_H,Q55_H,Q56_H,Q57a_H,Q57b_H,Q49_I,Q51_I,Q50_I,Q52_I,Q55_I,Q56_I,Q57a_I,Q57b_I,Q58A,Q58C,Q59A_1,Q59A_2,Q59A_3,Q59A_4,Q59A_5,Q59A_6,Q59A_7,Q59A_8,Q59A_9,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,PPRACEM,pppa0197,pppa0012
3279,3485,3,Not sure of the circumstances that the swab will be used for.,mistrust,2,"If research can be improved, why not??",scientific knowledge,NA,1.58,0.62,1.37,3/31/11 17:30,3/31/11 17:59,29,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,1,0,4,1,3,2,5,NA,0,1,4,2,5,3,NA,1,1,0,2,5,1,3,4,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,1,2,1,1,1,1,2,3,2,3,1,1,1,2,3,3,2,3,4,2,NA,NA,NA,NA,2,3,1,1,2,1,1,4,3,3,1,3,3,3,2,4,1,3,4,3,3,2,"If research can be improved, why not??",2,2,2,3,Not sure of the circumstances that the swab will be used for.,3,3,4,4,3,3,-1,2,1,3,4,3,2,1,NA,3,2,3,4,3,2,2,NA,3,2,3,4,3,2,2,NA,3,1,2,NA,2,2,2,NA,3,2,1,0,1,1,0,0,0,0,0,0,61,5,4,13,4,1,2,1,3,1,19,1,1,1,2,1,23,0,0,0,0,3,2,1,1,1,6
3280,3486,1,NA,"NA",2,NA,"NA",NA,1.86,3.44,1.61,3/31/11 17:30,3/31/11 17:55,24,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,4,2,5,3,NA,1,1,0,2,5,1,3,4,NA,1,0,3,5,2,4,1,NA,1,2,2,1,2,1,1,2,1,2,3,4,5,4,3,2,2,3,1,2,2,3,3,3,2,3,2,2,3,2,3,3,4,2,NA,NA,NA,NA,5,4,5,3,3,4,2,2,3,2,2,2,2,2,2,3,2,1,4,2,2,2,NA,2,2,2,1,NA,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,NA,1,2,2,3,2,2,3,NA,1,1,2,3,2,2,3,NA,1,2,NA,2,2,2,3,NA,2,2,0,1,0,0,0,0,0,0,0,75,7,4,9,2,3,2,1,6,1,6,3,0,4,9,2,95,0,1,3,0,2,5,0,4,1,5
3281,3487,1,na,"NA",2,na,XX,NA,0.41,0.75,0.35,3/31/11 17:32,3/31/11 17:40,8,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,1,0,2,5,1,3,4,NA,1,0,3,5,2,4,1,NA,0,1,2,5,1,3,NA,4,2,1,1,2,1,2,2,1,1,2,3,4,5,4,2,2,1,2,1,1,1,1,2,3,1,2,1,3,1,3,3,3,3,2,NA,NA,NA,NA,4,4,4,1,3,3,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,na,3,1,1,1,na,1,2,2,1,1,1,1,1,2,2,2,3,3,3,NA,4,2,2,2,2,3,3,NA,3,2,2,2,3,3,3,NA,3,2,1,NA,2,3,3,NA,3,2,2,0,1,1,0,0,0,0,0,0,45,4,3,11,3,3,1,1,6,1,15,1,1,2,4,1,41,0,0,1,1,4,1,1,4,1,4
3282,3489,1,I support research,research,1,I support research for this,scientific knowledge,NA,1.82,0.71,1.58,3/31/11 17:41,3/31/11 21:27,226,1,5,8,2,1,2,1,3,4,0,2,3,1,0,1,2,5,1,3,NA,4,1,0,5,2,4,3,1,NA,1,0,3,4,1,2,5,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,3,2,2,1,1,1,2,2,1,2,3,2,2,1,2,2,1,2,3,2,1,4,4,NA,NA,1,3,4,1,2,1,1,1,1,3,3,1,3,1,1,1,1,1,4,1,3,1,I support research for this,4,1,3,1,I support research,1,1,1,1,1,3,2,1,1,1,1,1,2,1,NA,1,1,2,1,1,2,1,NA,1,1,1,1,1,2,1,NA,1,1,1,NA,1,2,1,NA,1,1,1,0,1,1,0,0,0,0,0,0,45,4,3,12,4,1,2,1,4,1,16,3,1,4,9,1,92,0,0,2,1,1,1,1,1,1,2
3283,3490,2,"1) I have nothing to hide. 2) Historically, being African American, the justice system has not always been in my favor. Hopefully, with concrete DNA evidence we can continue to free innocent men and women convicted of crimes they did not commit.",trust,2,"1)I have nothing to hide. 2) As long as the purpose of use is strictly scientific and this will help our advances in curing disease and aging, I am willing to help.",need more information,NA,0.28,0.59,0.24,3/31/11 17:45,3/31/11 18:14,29,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,1,0,5,2,4,3,1,NA,1,0,3,4,1,2,5,NA,0,1,2,4,5,3,NA,1,1,2,2,1,2,1,1,2,4,5,1,2,3,5,3,2,1,1,1,2,2,3,3,3,1,1,1,2,2,3,3,3,4,2,NA,NA,NA,NA,3,3,1,1,3,3,1,1,2,2,2,1,3,2,2,3,1,1,4,2,2,2,"1)I have nothing to hide. 2) As long as the purpose of use is strictly scientific and this will help our advances in curing disease and aging, I am willing to help.",2,2,2,2,"1) I have nothing to hide. 
2) Historically, being African American, the justice system has not always been in my favor. Hopefully, with concrete DNA evidence we can continue to free innocent men and women convicted of crimes they did not commit.",2,1,2,3,2,2,2,2,1,1,1,2,2,2,3,NA,1,1,1,2,2,2,3,NA,1,1,1,2,2,2,3,NA,1,1,NA,1,2,2,3,NA,2,1,0,1,1,1,0,0,0,1,0,52,4,3,12,4,2,1,1,4,1,13,3,1,4,9,1,93,0,0,2,1,1,1,1,2,1,5
3284,3491,4,I haven't committed any crimes. My DNA would not support any criminal evidence.,mistrust,4,"Not necessary, I would only do a swab if someone in my family needed it.",interest,NA,0.06,0.84,0.05,3/31/11 17:48,3/31/11 18:29,40,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,1,0,3,4,1,2,5,NA,0,1,2,4,5,3,NA,1,0,1,3,2,4,5,NA,1,2,1,1,2,1,2,2,1,4,5,1,2,3,3,2,1,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,2,2,NA,NA,NA,NA,3,3,1,1,2,1,1,1,2,2,1,2,3,2,1,1,1,1,2,2,3,4,"Not necessary, I would only do a swab if someone in my family needed it.",4,2,2,4,I haven't committed any crimes. My DNA would not support any criminal evidence.,1,2,2,1,2,2,2,2,1,2,1,2,2,2,3,NA,2,3,3,4,2,2,3,NA,2,2,2,4,2,2,3,NA,2,3,NA,3,2,2,3,NA,2,1,1,0,0,0,0,0,0,0,0,32,2,2,13,4,5,2,1,4,1,19,1,1,3,5,1,52,1,1,0,0,2,1,1,6,1,6
3285,3492,3,anything involving a crime,indeterminate unwilling,2,only if i would get the results,interest,NA,4.84,1.88,4.2,3/31/11 17:49,3/31/11 18:09,19,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,2,4,5,3,NA,1,0,1,3,2,4,5,NA,1,1,0,1,2,3,4,5,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,5,4,2,1,1,1,2,3,3,3,3,1,2,1,2,3,3,3,3,4,2,NA,NA,NA,NA,3,3,1,1,4,4,2,4,4,4,4,2,4,2,2,4,1,1,4,3,4,2,only if i would get the results,4,2,4,3,anything involving a crime,-1,4,4,4,4,4,2,2,2,2,2,3,2,2,3,NA,2,2,2,3,2,2,3,NA,2,2,2,3,4,2,3,NA,2,2,NA,2,2,2,3,NA,1,1,0,1,1,0,0,0,0,0,0,45,4,3,9,2,1,2,1,3,3,12,1,1,3,7,2,74,0,0,0,1,2,1,1,1,1,6
3286,3493,2,NA,"NA",2,NA,"NA",NA,2.61,4.83,2.27,3/31/11 17:56,3/31/11 18:10,13,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,0,1,3,2,4,5,NA,1,1,0,1,2,3,4,5,NA,0,1,2,1,5,4,NA,3,2,1,1,2,1,2,2,1,2,3,4,5,1,3,2,2,2,1,1,1,1,2,3,3,1,2,1,1,2,2,3,2,2,2,NA,NA,NA,NA,3,3,2,2,4,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,NA,2,1,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,2,3,3,2,2,2,NA,3,2,2,2,2,2,2,NA,3,2,2,NA,2,4,2,NA,2,2,2,0,1,1,0,0,0,0,1,0,42,3,2,9,2,3,2,0,4,3,6,1,1,1,2,2,22,0,0,1,1,2,1,1,4,1,2
3287,3494,2,NA,"NA",1,it may help cure something,medical cure,NA,3.8,1.48,3.3,3/31/11 18:06,3/31/11 21:35,208,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,1,0,1,2,3,4,5,NA,0,1,2,1,5,4,NA,3,0,1,5,4,3,2,NA,1,1,2,2,1,2,1,1,2,1,2,3,4,5,3,3,2,1,2,1,2,2,2,2,2,1,2,1,2,3,1,3,3,3,2,NA,NA,NA,NA,3,4,3,1,2,1,2,3,4,3,2,2,4,2,2,4,1,1,3,2,1,1,it may help cure something,1,1,1,2,NA,1,2,3,2,2,2,2,2,3,2,2,2,2,2,NA,1,1,2,3,2,2,1,NA,1,1,2,2,2,2,1,NA,1,1,3,NA,2,1,2,NA,1,2,1,0,1,1,1,0,0,0,0,0,29,2,1,13,4,1,1,1,2,3,16,6,1,3,5,1,53,0,0,0,0,2,1,1,1,1,4
3288,3495,1,Larger database of more accurate information needed to identify and locate a criminal,sampling,1,Scientific advancement,scientific knowledge,NA,1.57,0.61,1.36,3/31/11 18:08,3/31/11 18:19,10,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,0,1,2,1,5,4,NA,3,0,1,5,4,3,2,NA,1,1,0,5,2,3,1,4,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,1,1,1,1,1,2,3,3,3,1,1,1,1,2,3,3,3,1,2,NA,NA,NA,NA,3,3,3,1,4,4,1,3,1,3,1,1,1,3,2,4,1,1,3,1,2,1,Scientific advancement,1,1,3,1,Larger database of more accurate information needed to identify and locate a criminal,1,1,4,4,1,4,1,2,1,1,4,3,1,2,NA,1,1,1,2,3,1,2,NA,1,1,1,3,3,2,1,NA,1,1,1,NA,1,1,4,NA,1,2,2,0,1,1,0,1,1,0,0,0,31,2,2,10,3,1,2,0,5,3,10,1,1,3,5,2,54,1,1,1,0,2,7,1,1,1,2
3289,3496,1,I think everyone should have this done the same as the police going to schools and getting fingerprints of children.  My oldest daughter ran away and as we had her fingerprints on file here they were able to find her!,trust,1,"I have a genetic condition and my daughter, her daughter, and at least one of her sons have the same condition and there is not enough testing on this condition as it is not known very well in the medical society.",interest,NA,3.19,1.24,2.77,3/31/11 18:11,3/31/11 19:24,73,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,0,1,5,4,3,2,NA,1,1,0,5,2,3,1,4,NA,0,1,1,2,4,3,NA,5,1,2,2,1,2,1,1,2,5,1,2,3,4,3,2,1,1,1,1,2,2,3,2,3,1,1,1,2,2,3,2,3,3,2,NA,NA,NA,NA,3,4,1,1,3,1,1,3,1,3,3,1,3,1,1,2,3,1,4,1,3,1,"I have a genetic condition and my daughter, her daughter, and at least one of her sons have the same condition and there is not enough testing on this condition as it is not known very well in the medical society.",2,1,3,1,I think everyone should have this done the same as the police going to schools and getting fingerprints of children.  My oldest daughter ran away and as we had her fingerprints on file here they were able to find her!,2,1,3,3,2,3,3,3,1,1,2,1,4,1,3,NA,1,1,3,2,4,3,3,NA,1,1,3,2,4,3,3,NA,1,1,NA,2,3,3,3,NA,1,1,0,1,1,1,1,0,0,0,0,53,4,3,9,2,1,2,1,2,1,3,1,0,2,3,2,34,0,0,0,0,2,6,0,1,1,6
3290,3497,3,Don't want my DNA to be compromised.,interest,3,Who knows what they might do with it.,mistrust,NA,0.12,0.26,0.11,3/31/11 18:17,3/31/11 18:47,29,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,1,0,5,2,3,1,4,NA,0,1,1,2,4,3,NA,5,0,1,4,5,1,3,NA,2,2,1,1,2,1,2,2,1,5,1,2,3,4,3,3,2,1,1,1,2,1,2,-1,2,2,2,1,2,2,2,2,2,4,2,NA,NA,NA,NA,3,3,2,1,3,4,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,Who knows what they might do with it.,3,3,2,3,Don't want my DNA to be compromised.,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,NA,1,2,2,3,2,2,3,NA,2,2,3,3,-1,2,3,NA,2,4,NA,4,3,3,3,NA,2,1,0,1,1,0,0,0,0,0,0,52,4,3,11,3,2,1,1,4,3,4,1,1,1,2,2,21,0,0,1,1,2,2,1,2,1,4
3291,3498,4,"Privacy, tampering, fraud concerns.",privacy,4,Privacy concerns.,privacy,NA,0.62,1.11,1.11,3/31/11 18:21,3/31/11 18:33,12,1,2,4,2,1,NA,NA,NA,NA,1,1,2,3,0,1,1,2,4,3,NA,5,0,1,4,5,1,3,NA,2,1,0,3,4,1,5,2,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,4,4,2,1,1,1,2,2,2,2,3,1,1,1,2,3,2,3,3,4,2,NA,NA,NA,NA,3,3,4,1,4,4,2,3,3,3,3,2,3,2,2,2,1,1,4,3,4,4,Privacy concerns.,1,3,3,4,"Privacy, tampering, fraud concerns.",2,2,3,3,2,3,2,1,2,2,3,3,2,4,3,NA,2,2,3,4,1,1,3,NA,3,2,3,3,1,1,3,NA,1,2,NA,1,3,1,3,NA,2,1,0,1,1,0,0,0,0,0,0,34,2,2,9,2,4,1,1,4,1,13,1,1,1,2,1,23,0,0,0,2,2,1,1,NA,1,4
3292,3501,2,It would have to be the circumstances. If I were guilty probably not. If I was innocent and it was used to prove my innocence - yes.  If I thought the gov't was using it for circumstances I didn't understand - no,interest,4,"I don't trust the government with my DNA.  I don't know what they would end up doing with it.  It's like Germany and having the ultimate control of what is identifiable only to you , a tatoo number.",mistrust,NA,2.33,0.9,2.02,3/31/11 18:40,3/31/11 19:19,39,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,2,5,1,3,NA,4,0,1,1,3,5,2,NA,4,1,0,3,2,4,5,1,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,2,2,1,1,1,2,2,2,3,3,1,1,1,2,2,2,3,3,2,2,NA,NA,NA,NA,3,3,4,1,3,1,2,4,3,4,4,2,4,1,1,2,2,1,4,3,3,4,"I don't trust the government with my DNA.  I don't know what they would end up doing with it.  It's like Germany and having the ultimate control of what is identifiable only to you , a tatoo number.",1,1,1,2,It would have to be the circumstances. If I were guilty probably not. If I was innocent and it was used to prove my innocence - yes.  If I thought the gov't was using it for circumstances I didn't understand - no,3,4,4,3,4,4,2,2,1,2,2,1,3,3,NA,4,2,2,3,1,3,2,NA,4,2,2,3,2,3,2,NA,4,2,1,NA,2,3,3,NA,3,2,1,1,0,0,0,0,0,0,0,0,75,7,4,12,4,1,2,1,1,1,6,3,1,4,8,1,84,0,0,0,0,1,5,1,1,1,6
3293,3502,1,Truth,truth,1,Medical research to help others.,scientific knowledge,NA,0.05,0.09,0.04,3/31/11 19:06,3/31/11 19:24,18,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,0,1,1,3,5,2,NA,4,1,0,3,2,4,5,1,NA,0,1,3,2,4,1,NA,5,1,2,2,1,2,1,1,2,1,2,3,4,5,4,2,2,2,1,1,2,3,3,3,3,2,1,1,2,3,3,3,3,4,2,NA,NA,NA,NA,3,4,4,1,1,1,1,4,1,4,4,1,3,1,1,2,1,1,4,2,2,1,Medical research to help others.,1,1,1,1,Truth,3,2,3,3,2,2,4,4,1,2,3,3,4,4,3,NA,1,2,3,3,4,4,3,NA,1,2,3,3,4,4,3,NA,1,1,NA,1,3,3,3,NA,2,1,0,1,1,0,0,0,0,0,0,48,4,3,13,4,3,1,1,8,1,13,1,0,1,1,1,11,0,1,1,3,3,1,1,5,1,5
3294,3503,1,nothing to hide,trust,2,i dont know,XX,NA,0.94,1.69,1.69,3/31/11 19:12,3/31/11 19:23,11,1,1,3,1,2,NA,NA,NA,NA,0,3,1,2,1,0,3,2,4,5,1,NA,0,1,3,2,4,1,NA,5,0,1,4,5,2,1,NA,3,2,1,1,2,1,2,2,1,1,2,3,4,5,5,4,1,1,1,1,1,3,3,2,3,1,1,1,1,3,3,2,3,4,2,NA,NA,NA,NA,3,3,2,1,4,4,2,2,2,2,2,2,2,2,2,3,1,1,4,2,2,2,i dont know,2,1,1,1,nothing to hide,2,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,NA,-1,-1,-1,NA,-1,-1,-1,0,0,0,0,0,0,0,0,1,24,1,1,9,2,4,1,0,6,1,4,6,1,4,8,1,85,1,2,0,1,2,4,1,1,1,4
3295,3504,2,NA,"NA",2,NA,"NA",NA,0.06,0.14,0.06,3/31/11 19:14,3/31/11 19:36,21,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,3,2,4,1,NA,5,0,1,4,5,2,1,NA,3,1,0,2,1,3,5,4,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,5,2,2,1,2,1,2,3,3,3,3,1,3,1,3,3,3,3,3,3,2,NA,NA,NA,NA,3,4,3,1,4,1,1,1,3,3,1,1,2,2,1,1,2,4,3,2,2,2,NA,2,2,1,2,NA,1,1,1,2,1,1,2,2,1,1,2,3,2,2,NA,1,1,1,1,1,2,2,NA,1,1,1,1,2,2,2,NA,1,1,1,NA,1,2,2,NA,1,1,1,0,1,1,0,1,1,1,1,0,60,5,4,11,3,2,1,1,4,2,11,3,1,3,5,1,52,0,0,1,0,3,1,1,2,1,6
3296,3505,1,NA,"NA",1,NA,"NA",NA,2.6,1.01,2.26,3/31/11 19:19,3/31/11 19:33,14,1,5,8,1,2,2,1,3,4,0,3,1,2,0,1,4,5,2,1,NA,3,1,0,2,1,3,5,4,NA,0,1,4,5,2,3,NA,1,1,2,2,1,2,1,1,2,4,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,3,3,1,1,1,1,3,3,NA,1,1,1,1,1,3,3,NA,1,1,1,1,1,3,3,NA,1,1,1,NA,1,3,3,NA,1,1,1,0,1,1,0,0,0,0,0,0,27,2,1,9,2,1,1,1,3,3,7,1,1,4,9,2,93,1,0,0,0,2,6,1,1,1,4
3297,3506,2,It would likely make the criminal system more accurate.,trust,1,in the future it would educate the medical field on many issues which would keep people from getting many sicknesses caused by genetics.,scientific knowledge,NA,0.31,4.1,0.27,3/31/11 19:21,3/31/11 20:21,60,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,1,0,2,1,3,5,4,NA,0,1,4,5,2,3,NA,1,0,1,2,1,5,3,NA,4,1,2,2,1,2,1,1,2,4,5,1,2,3,3,3,2,1,1,-1,2,2,1,2,-1,2,2,1,3,2,1,2,3,4,2,NA,NA,NA,NA,2,3,3,3,4,4,3,3,4,4,1,2,4,2,2,3,1,2,4,3,2,1,in the future it would educate the medical field on many issues which would keep people from getting many sicknesses caused by genetics.,4,2,2,2,It would likely make the criminal system more accurate.,3,2,2,2,2,2,3,3,1,2,2,2,3,3,3,NA,1,2,2,2,3,1,3,NA,1,1,2,2,2,2,3,NA,1,2,NA,1,3,3,3,NA,2,2,1,0,0,0,0,0,0,0,0,72,6,4,9,2,5,2,1,1,1,5,2,1,2,3,1,34,0,0,0,0,1,5,0,6,1,4
3298,3507,2,to be fair to all.,justice,2,For the good of mankind.,medical cure,NA,2.33,0.91,2.02,3/31/11 19:27,3/31/11 19:40,13,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,4,5,2,3,NA,1,0,1,2,1,5,3,NA,4,1,0,1,5,3,4,2,NA,2,1,1,2,1,2,2,1,4,5,1,2,3,3,2,2,-1,1,1,2,2,2,2,3,2,1,1,2,2,2,3,3,2,2,NA,NA,NA,NA,3,3,4,1,1,1,2,2,2,2,3,3,3,2,2,3,1,1,2,2,2,2,For the good of mankind.,2,2,1,2,to be fair to all.,1,2,2,2,2,3,1,2,1,2,2,2,1,2,3,NA,1,2,2,2,1,2,3,NA,1,2,2,2,1,2,3,NA,1,2,NA,2,1,2,3,NA,2,1,0,1,1,1,0,0,0,0,0,53,4,3,13,4,1,1,0,3,1,16,3,1,2,4,1,46,0,1,0,0,2,1,0,1,1,3
3299,3508,2,May determine my innocence of a crime.,interest,2,May help find cures for diseases.,medical cure,NA,0.32,0.57,0.57,3/31/11 19:31,3/31/11 19:56,25,1,1,4,2,1,NA,NA,NA,NA,0,2,3,1,0,1,2,1,5,3,NA,4,1,0,1,5,3,4,2,NA,0,1,3,5,1,2,NA,4,1,2,2,1,2,1,1,2,3,4,5,1,2,4,3,2,-1,1,1,2,2,2,2,3,1,1,1,1,2,2,2,3,4,2,NA,NA,NA,NA,3,4,3,1,1,1,3,2,3,3,3,3,3,1,1,2,2,2,4,2,2,2,May help find cures for diseases.,3,2,2,2,May determine my innocence of a crime.,1,2,3,4,2,2,2,2,2,2,3,3,2,2,NA,3,2,2,2,3,2,2,NA,3,2,2,3,4,2,2,NA,3,1,2,NA,2,3,3,NA,3,2,1,1,0,0,0,0,0,0,0,0,56,5,3,10,3,4,1,1,1,1,18,3,1,4,9,1,93,0,0,0,0,1,1,1,1,1,6
3300,3510,4,Given my DNA is a serious matter and therefore I would be apprehensive to just hand over my DNA sample.,interest,4,I would be uncertain as to other factors my DNA may be used.,mistrust,NA,0.53,1.12,0.46,3/31/11 20:00,3/31/11 20:13,13,1,5,8,1,2,NA,NA,NA,NA,0,1,2,3,0,1,3,5,1,2,NA,4,0,1,1,3,2,4,NA,5,1,0,3,2,1,4,5,NA,1,2,2,1,2,1,1,2,1,2,3,4,5,5,4,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,3,3,4,2,NA,NA,NA,NA,2,3,4,3,4,4,2,2,2,2,2,3,3,2,2,2,2,1,4,2,2,4,I would be uncertain as to other factors my DNA may be used.,2,2,2,4,Given my DNA is a serious matter and therefore I would be apprehensive to just hand over my DNA sample.,2,3,3,3,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,2,2,2,2,NA,3,2,2,2,-1,2,2,NA,3,2,2,NA,2,2,2,NA,3,2,2,0,1,0,0,0,0,0,0,0,21,1,1,9,2,2,2,0,5,1,14,5,1,3,5,1,54,0,0,1,1,3,1,1,2,1,2
3301,3511,4,dont no,indeterminate unwilling,4,never thoght of any thing like that,XX,NA,0.1,0.2,0.08,3/31/11 20:00,3/31/11 20:32,32,1,5,8,2,1,NA,NA,NA,NA,1,2,3,1,0,1,1,3,2,4,NA,5,1,0,3,2,1,4,5,NA,0,1,1,3,4,5,NA,2,2,1,1,2,1,2,2,1,1,2,3,4,5,5,4,2,1,1,1,1,3,1,1,1,1,1,1,1,3,2,1,1,4,2,NA,NA,NA,NA,6,6,6,3,4,4,1,1,3,3,3,2,4,1,3,1,2,4,3,3,3,4,never thoght of any thing like that,1,1,1,4,dont no,3,3,3,2,2,2,2,2,2,2,1,3,2,2,3,NA,1,1,2,2,2,2,3,NA,1,2,1,1,2,2,3,NA,1,3,NA,2,2,2,3,NA,1,1,0,0,1,0,0,0,0,0,0,48,4,3,9,2,2,2,0,1,2,1,6,1,2,3,1,33,0,0,0,0,1,6,1,2,1,1
3302,3512,4,Why should I provide a sample if I've never committed a crime?  I can understand if a person was arrested for a vicious crime.  But if a person has never committed a crime I don't see the relevance.,mistrust,4,Because I don't trust that the study is strictly what they say.  It could be used for other purposes without my knowledge.,mistrust,NA,0.4,0.72,0.72,3/31/11 20:07,4/1/11 16:21,1214,1,1,4,1,2,NA,NA,NA,NA,1,3,1,2,1,0,3,2,1,4,5,NA,0,1,1,3,4,5,NA,2,0,1,2,4,1,5,NA,3,1,2,2,1,2,1,1,2,5,1,2,3,4,4,3,2,1,1,1,2,3,2,2,2,1,1,1,2,3,3,3,3,4,2,NA,NA,NA,NA,3,2,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,2,4,2,3,4,Because I don't trust that the study is strictly what they say.  It could be used for other purposes without my knowledge.,2,2,2,4,Why should I provide a sample if I've never committed a crime?  I can understand if a person was arrested for a vicious crime.  But if a person has never committed a crime I don't see the relevance.,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,NA,2,3,3,3,3,3,3,NA,2,3,3,3,3,3,3,NA,2,3,NA,2,3,3,3,NA,2,1,0,1,0,0,0,0,0,0,0,48,4,3,9,2,4,2,1,9,1,12,6,1,4,9,1,93,1,0,1,1,6,1,1,1,1,4
