X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_AB,Coded_Medical,weight1,weight2,tm_start,tm_finish,duration,XSPANISH,XHISPAN,XGenes,DOV_ACSLANG,Q2,DOV_ORDER_Q9_Q10,DOV_ORDER_Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q27,DOV_ORDER_Q29_Q30,Q29,Q30,Q42,Q43,Q44,Q44a,Q44a1,Q45,Q46,Q47,Q48B,Q48b1,DOV_ORDER_Q49,Q49_A,Q49_B,Q49_G,Q49_H,Q49_I,Q50_A,Q50_B,Q50_G,Q50_H,Q51_A,Q51_B,Q51_G,Q51_H,Q51_I,Q52_A,Q52_B,Q52_G,Q52_H,Q52_I,Q53,Q54,DOV_ORDER_Q1_New,Q1_New_1,Q1_New_2,Q1_New_3,Q1_New_4,Q1_New_5,Q1_New_6,Q1_New_7,Q1_New_8,DOV_ORDER_Q2_New,Q2_New_1,Q2_New_2,Q2_New_3,Q2_New_4,Q2_New_5,Q2_New_6,Q3_New,Q3A_New,Q4_New,Q5_New,Q5B_New_1,Q5B_New_2,Q5B_New_3,Q5B_New_Refused,DOV_ORDER_Q6_New,Q6_New_1,Q6_New_2,Q6_New_3,Q6_New_4,Q6_New_5,Q6_New_6,DOV_ORDER_Q7_New,Q7_New_1,Q7_New_2,Q7_New_3,Q7_New_4,Q7_New_5,Q7_New_6,Q8_New,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,partyid7,ppp10012,pph10001,pph1acid,pph1adhd,pph1brea,pph1canc,pph1pain,pph1diab,pph1eyed,pph1gastr,pph1hatk,pph1hepc,pph1hype,pph1chol,pph1aids,pph1kidn,pph1meno,pph1ms,pph1liver,pph1osar,pph1oste,pph1psor,pph1pah,pph1arth,pph1alle,pph1sexd,pph1inso,pph1stro,pph1ufib,pph1none,pppa1690
1686,1838,2,Help out,trust,3,Don't know anything about it,Coded_Medical_A,need more information,1.0468,0.6429,10/12/17,10/12/17,10,1,1,2,5,5,"Q10,Q9",NA,1,2,1,1,3,2,2,3,3,2,2,2,3,2,3,3,3,NA,4,4,4,2,2,3,NA,3,2,2,2,NA,"h,g,a,i,b",2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,2,3,3,2,2,2,NA,2,3,3,3,3,3,4,3,NA,2,1,2,2,1,3,3,NA,2,2,1,1,0,0,NA,3,3,3,3,3,3,NA,3,1,1,1,1,4,2,74,6,4,9,2,1,1,1,2,3,6,1,0,3,5,1,59,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1687,1839,4,NA,"NA",3,NA,Coded_Medical_A,"NA",2.2644,1.3907,10/12/17,10/12/17,11,1,1,2,5,5,NA,NA,1,1,1,2,2,2,2,3,1,1,1,2,3,2,2,3,1,NA,4,4,4,3,3,3,NA,4,3,3,4,NA,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,NA,2,2,2,4,4,4,4,4,NA,3,2,3,3,2,3,2,NA,1,2,1,0,0,0,NA,2,3,3,3,2,3,NA,3,2,3,3,2,3,1,56,5,3,12,4,1,2,1,1,1,18,1,1,1,2,1,22,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2
1688,1840,2,NA,"NA",2,NA,Coded_Medical_A,"NA",1.685,2.0569,10/12/17,10/12/17,14,2,2,2,3,3,"Q10,Q9",NA,2,1,1,1,2,3,2,3,1,2,1,1,2,2,3,3,1,"Q29,Q30",1,1,3,3,2,2,NA,3,3,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,3,2,2,3,NA,3,2,3,2,3,4,1,NA,1,2,0,1,1,0,NA,5,3,2,2,1,2,NA,3,2,3,2,2,2,2,35,3,2,9,2,4,1,0,2,2,9,5,1,3,5,2,52,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,-2
1689,1841,4,NA,"NA",1,NA,Coded_Medical_A,"NA",1.4774,1.8034,10/12/17,10/12/17,7,2,8,1,3,5,"Q10,Q9",NA,-1,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,1,NA,3,4,4,4,2,1,NA,3,4,4,4,NA,NA,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,3,4,3,NA,3,3,3,3,3,3,2,2,NA,3,2,3,3,3,3,4,NA,2,2,0,0,1,0,NA,2,2,3,3,2,3,NA,2,3,3,2,2,3,2,43,3,2,8,1,4,2,1,5,1,11,1,1,3,7,1,74,0,0,1,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA
1690,1842,3,Don't intend to be involved in any crime!,mistrust,1,I've read where it's good to have on file in case you get sick then the Doctor would know what treatment to use.,Coded_Medical_A,interest,1.2254,0.7526,10/12/17,10/12/17,31,1,1,2,5,4,NA,NA,2,1,1,2,1,2,2,3,1,2,1,2,1,2,2,3,1,"Q29,Q30",4,4,3,2,2,1,NA,2,2,1,3,NA,NA,2,3,1,1,1,2,2,1,1,3,2,2,1,1,3,2,1,1,2,4,4,NA,1,2,2,3,3,2,4,1,NA,3,2,3,4,2,2,5,NA,2,1,NA,NA,NA,NA,NA,2,1,2,5,3,4,NA,2,2,2,2,2,1,3,79,7,4,10,3,1,2,1,1,1,9,2,0,2,4,1,41,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
1691,1843,1,if it helps others,trust,1,no reason not to if it helps others.,Coded_Medical_A,value,1.0734,0.6592,10/12/17,10/12/17,36,1,1,2,5,4,"Q10,Q9",NA,1,1,1,1,1,3,2,2,1,1,2,2,2,3,2,2,1,"Q29,Q30",4,4,4,2,3,1,NA,3,3,3,1,NA,NA,1,2,2,1,1,2,2,3,2,3,3,3,3,1,2,2,3,2,2,2,2,NA,3,3,3,3,3,3,4,2,NA,2,2,2,3,2,3,3,NA,2,1,NA,NA,NA,NA,NA,3,2,3,3,2,-1,NA,2,2,2,3,2,3,3,76,7,4,9,2,1,1,1,2,1,13,1,0,3,7,1,74,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2
1692,1844,2,Have nothing to hide,trust,2,If in any way it could help someone in the future,Coded_Medical_A,value,1.8846,1.1574,10/12/17,10/12/17,28,1,1,2,5,5,"Q10,Q9",NA,1,1,1,2,2,1,3,2,1,1,1,2,2,1,3,3,1,"Q29,Q30",4,4,4,2,2,2,NA,3,2,2,2,NA,NA,1,1,1,1,1,2,2,2,2,3,3,3,3,2,3,3,3,3,2,2,2,NA,2,4,2,3,4,4,3,4,NA,3,1,2,1,3,3,2,NA,1,3,NA,NA,NA,NA,NA,3,4,4,2,2,4,NA,3,1,2,1,3,3,1,59,5,3,9,2,1,2,1,3,1,14,1,0,2,3,1,31,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1693,1846,3,no creo que yo pudiese llegar a estar involucrada en un delito grave,mistrust,1,para saber mas sobre mi genes y estar mas informada sobre las investigaciones geneticas,Coded_Medical_A,interest,1.2354,1.508,10/12/17,10/14/17,1761,2,2,1,2,5,NA,NA,1,2,1,1,1,1,2,3,1,2,1,1,1,1,2,3,3,NA,4,4,4,2,2,1,NA,4,2,2,3,NA,NA,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,NA,3,3,2,3,4,3,3,2,NA,4,2,3,3,2,2,2,NA,1,2,1,0,1,0,NA,2,2,3,2,1,3,NA,3,2,3,3,2,2,1,36,3,2,4,1,4,2,0,6,1,9,1,1,4,9,1,93,0,1,1,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1
1694,1847,4,What if there is an error and I am accused of something I didn‰Ûªt do,mistrust,2,To contribute to scientific community,Coded_Medical_A,value,1.8904,1.161,10/12/17,10/12/17,16,1,1,2,5,5,"Q10,Q9",NA,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,3,1,NA,3,1,4,2,2,2,NA,3,2,1,4,NA,NA,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,3,2,1,1,NA,2,2,2,4,5,2,4,2,NA,3,3,2,3,2,3,2,NA,2,3,NA,NA,NA,NA,NA,4,3,5,2,2,2,NA,3,2,2,3,2,3,1,56,5,3,10,3,1,2,1,6,1,17,1,1,3,5,1,59,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1695,1848,1,Nothing to lose,interest,1,NA,Coded_Medical_A,"NA",0.9188,0.5643,10/12/17,10/12/17,29,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,1,1,3,3,3,3,3,2,NA,1,1,3,2,3,1,NA,3,2,2,1,NA,NA,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,NA,3,3,3,3,4,3,2,1,NA,3,2,2,3,2,2,4,NA,2,2,1,0,0,0,NA,2,3,4,3,2,3,NA,3,2,2,3,2,2,2,65,6,4,12,4,1,2,1,2,1,17,1,1,3,6,1,63,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2
1696,1850,-1,NA,"NA",-1,NA,Coded_Medical_A,"NA",0.705,0.8606,10/12/17,10/12/17,3,1,4,1,2,5,"Q10,Q9",NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,4,4,4,-1,-1,-1,NA,4,-1,-1,-1,NA,NA,2,2,2,2,2,4,4,-1,-1,4,4,-1,-1,-1,4,-1,-1,-1,4,4,-1,NA,3,3,3,3,3,3,3,3,NA,1,1,1,1,1,1,-1,NA,2,-1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,1,1,1,1,1,1,2,34,2,2,12,4,4,2,0,3,1,7,5,1,3,5,3,59,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1697,1851,2,to prove someones innocense,exoneration/innocence,2,to see how my DNA  compares to the rest of the world,Coded_Medical_A,interest,0.3661,0.4469,10/12/17,10/12/17,20,1,2,2,1,4,NA,NA,2,1,1,2,2,3,3,3,1,1,2,3,2,3,3,3,1,"Q29,Q30",3,2,4,2,2,2,NA,1,1,1,2,NA,NA,2,1,1,1,1,1,2,1,2,2,3,1,2,2,2,2,1,2,1,2,2,NA,2,3,2,3,3,2,3,2,NA,3,1,1,1,2,3,3,NA,2,2,1,1,1,0,NA,2,2,2,2,2,3,NA,3,1,3,2,1,3,2,62,5,4,9,2,4,1,1,4,1,16,1,1,2,3,1,35,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,1852,1,NA,"NA",1,porque estoy a favor de la investigacion,Coded_Medical_A,value,1.1679,1.4256,10/12/17,10/12/17,18,2,2,2,3,4,NA,NA,1,1,1,1,2,2,3,3,2,2,1,2,2,2,3,3,3,NA,4,4,4,1,1,1,NA,4,1,1,1,NA,NA,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,3,3,3,3,3,3,3,3,NA,4,2,4,3,2,3,1,NA,1,2,1,0,0,0,NA,2,2,2,2,2,2,NA,4,1,3,2,2,4,1,54,4,3,9,2,4,2,0,3,1,11,1,1,3,7,1,74,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,0,-2
1699,1853,1,NA,"NA",4,NA,Coded_Medical_A,"NA",2.7984,1.7186,10/12/17,10/12/17,11,1,1,2,5,5,NA,NA,1,1,1,2,1,1,3,3,1,1,1,2,2,2,3,3,1,NA,4,4,4,2,2,4,NA,4,1,1,1,NA,NA,3,1,1,1,1,4,4,2,3,4,4,2,3,3,4,4,2,3,3,2,2,NA,3,2,2,4,4,5,4,1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,24,1,1,9,2,1,2,1,3,2,11,6,1,1,2,2,21,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1700,1855,1,Have nothing to worry about,trust,2,Hopefully able to help find some cures for diseases,Coded_Medical_A,medical cure,1.6078,0.98740000000000006,10/12/17,10/13/17,44,1,1,2,5,4,NA,NA,1,1,1,1,2,2,3,3,1,1,1,1,2,2,3,3,1,NA,3,1,4,2,2,2,NA,2,1,1,1,NA,NA,2,2,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,NA,1,3,1,3,5,3,3,3,NA,3,2,3,1,1,3,5,NA,2,2,1,0,0,0,NA,2,3,3,3,2,3,NA,3,2,2,1,1,2,2,45,4,3,11,3,1,1,1,2,1,17,1,1,1,1,1,15,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1701,1856,2,I trusth the goverment to do the right tingh,trust,2,i think progress is important,Coded_Medical_A,value,1.0083,1.2308,10/12/17,10/13/17,7,1,8,1,2,3,NA,NA,3,1,1,2,2,3,3,2,2,2,1,2,2,3,2,3,3,NA,4,4,4,2,2,2,NA,3,2,2,2,NA,NA,1,2,1,2,1,2,2,3,2,1,2,2,2,2,2,3,3,2,2,1,1,NA,3,4,3,4,4,3,3,4,NA,2,2,3,3,3,3,2,NA,2,2,1,0,0,0,NA,4,3,2,3,2,2,NA,3,2,2,3,2,3,1,36,3,2,9,2,4,2,1,6,1,13,1,1,4,8,1,85,1,1,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1702,1857,2,Nothing to lose,interest,1,Nothing to lose,Coded_Medical_A,interest,1.2519,4.0177,10/13/17,10/13/17,17,1,1,2,5,5,NA,NA,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,1,"Q29,Q30",4,1,4,2,3,1,NA,3,2,3,2,NA,NA,1,2,1,1,1,1,1,1,1,4,3,3,3,2,3,3,3,3,2,1,1,NA,2,3,2,2,5,2,3,2,NA,3,1,2,1,2,3,2,NA,1,2,1,1,1,0,NA,2,2,4,1,2,2,NA,3,1,2,1,2,3,2,18,1,1,9,2,3,1,0,4,1,12,5,1,4,9,2,93,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
1703,1858,4,NA,"NA",4,NA,Coded_Medical_A,"NA",0.2714,0.871,10/13/17,10/13/17,50,1,1,2,5,3,NA,NA,2,2,1,2,1,1,2,3,2,2,1,2,2,3,3,3,1,"Q29,Q30",4,1,4,1,2,4,NA,2,3,3,4,NA,NA,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,2,NA,2,2,2,3,4,2,3,2,NA,3,2,2,1,3,3,4,NA,2,2,1,0,0,0,NA,2,2,3,2,2,3,NA,3,2,2,1,3,3,2,64,5,4,14,4,3,1,1,2,3,19,1,1,2,3,2,31,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,-2
1704,1859,3,Privacy,privacy,2,To help research,Coded_Medical_A,value,1.0559,0.6485,10/13/17,10/13/17,11,1,1,2,5,5,NA,NA,1,2,1,2,2,2,3,3,1,2,2,2,2,3,3,2,1,"Q29,Q30",1,1,4,2,3,2,NA,3,2,2,3,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,NA,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,64,5,4,10,3,1,1,1,2,1,10,1,0,2,3,1,34,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,-1
1705,1860,1,Because it doesn't matter unless you commited a crime. I would have it on file because i am a honest person. Although time and money to put innocent people into that system seems like a waste,trust,2,"every different piece of the ""puzzle"" helps",Coded_Medical_A,value,1.8917,1.1618,10/13/17,10/13/17,17,1,1,2,5,5,"Q10,Q9",NA,2,2,1,2,3,3,2,3,2,3,1,3,2,3,3,3,3,"Q29,Q30",4,1,4,2,3,2,NA,2,1,3,1,NA,NA,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,2,2,2,2,2,3,NA,3,4,1,1,3,2,4,4,NA,3,1,2,1,2,3,3,NA,2,2,1,1,0,0,NA,1,4,4,2,1,3,NA,3,1,2,2,1,3,2,31,2,2,9,2,1,2,1,2,1,11,5,1,2,3,1,34,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
1706,1861,3,"Why would I want my DNA stored in a database for criminals if I haven't been arrested for a crime?  I want to protect my rights to privacy in that situation.  Unless I have broken a law, my rights should be protected but once I have been arrested and convicted of a crime I should be entered in that database.",violates rights,2,"I would be willing to do so if there were questions about race, ethnicity, health, etc. that could possibly be answered in the future with the study of DNA.",Coded_Medical_A,value,1.8988,1.1661,10/13/17,10/13/17,16,1,1,2,5,3,NA,NA,1,1,1,2,2,3,2,3,1,1,1,2,1,3,3,3,1,NA,3,1,4,2,2,2,NA,2,1,2,3,NA,NA,3,1,2,1,1,4,2,2,2,4,3,4,3,2,4,3,3,3,2,4,4,NA,2,3,2,3,4,2,4,1,NA,2,1,1,3,1,2,2,NA,1,2,1,0,0,0,NA,4,4,4,2,2,4,NA,2,1,1,3,1,2,1,57,5,3,9,2,1,2,1,3,1,16,1,1,3,5,1,52,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1707,1862,2,NA,"NA",1,"Help with science and future discoveries, cures",Coded_Medical_A,value,1.4467,0.8885,10/13/17,10/13/17,21,1,1,2,5,4,"Q10,Q9",NA,1,1,1,2,2,2,3,3,1,1,1,3,2,-1,3,3,1,"Q29,Q30",1,1,4,2,3,1,NA,3,2,2,2,NA,NA,1,1,2,1,1,1,1,1,1,3,2,2,1,2,3,2,2,2,2,1,1,NA,1,1,2,4,4,2,5,2,NA,3,1,3,3,2,3,3,NA,1,2,1,0,0,0,NA,2,4,4,2,2,2,NA,4,2,3,3,2,2,1,49,4,3,13,4,1,2,1,4,1,16,3,1,1,2,1,21,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,1
1708,1863,1,Give swab,indeterminate willing,2,NA,Coded_Medical_A,"NA",0.7154,0.4394,10/13/17,10/13/17,20,1,1,2,5,4,"Q10,Q9",NA,1,2,1,2,2,3,3,3,1,2,1,2,3,3,2,2,3,"Q29,Q30",4,4,4,3,2,2,NA,3,-1,1,1,NA,NA,3,2,1,2,1,4,3,2,3,4,3,4,4,2,4,3,3,3,2,4,4,NA,2,2,3,2,2,2,4,2,NA,3,2,2,4,2,3,3,NA,1,3,NA,NA,NA,NA,NA,2,2,2,3,1,2,NA,3,1,3,3,2,3,1,76,7,4,13,4,1,1,1,2,1,14,1,1,3,6,1,64,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,2
1709,1864,3,don't trust people,mistrust,4,Don't trust antone to do right,Coded_Medical_A,mistrust,1.5225,0.935,10/13/17,10/13/17,64,1,1,2,5,4,NA,NA,1,1,1,2,2,3,2,3,1,1,1,1,1,3,3,3,3,NA,3,4,4,4,2,4,NA,3,3,2,3,NA,NA,2,2,2,2,2,3,3,2,4,3,3,4,4,3,3,3,4,4,3,3,3,NA,4,4,4,2,2,-1,3,2,NA,2,2,1,3,1,2,4,NA,2,1,NA,NA,NA,NA,NA,3,5,3,5,2,5,NA,2,1,1,3,1,2,3,53,4,3,9,2,1,1,1,3,1,5,1,1,2,3,1,33,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,2
1710,1865,2,swab,indeterminate willing,2,Swab or blood sample.,Coded_Medical_A,sampling,1.1483,0.7052,10/13/17,10/13/17,22,1,1,2,5,3,NA,NA,1,1,1,1,1,3,3,3,1,1,1,2,2,3,3,3,1,NA,4,4,4,2,2,2,NA,1,1,1,2,NA,NA,3,2,3,2,1,4,2,2,2,4,2,3,2,1,4,3,4,3,1,4,4,NA,2,4,2,2,4,2,5,1,NA,3,2,3,3,3,3,2,NA,2,1,NA,NA,NA,NA,NA,2,2,4,3,2,4,NA,3,1,2,2,2,2,3,64,5,4,11,3,1,2,1,2,1,12,1,1,3,5,1,55,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1711,1866,3,Such a serious thing to be involved in. Rather off-putting,mistrust,4,A bit too futuristic for me,Coded_Medical_A,indeterminate unwilling,1.2748,0.7829,10/13/17,10/13/17,26,1,1,2,5,4,NA,NA,1,1,1,1,2,2,2,2,1,1,1,2,2,3,3,2,1,NA,4,4,4,3,1,4,NA,2,1,2,3,NA,NA,1,-1,1,2,1,2,1,1,2,-1,-1,2,2,2,3,2,3,3,2,2,2,NA,2,2,1,5,5,5,5,1,NA,3,1,1,3,2,3,3,NA,1,2,1,1,0,0,NA,2,5,5,2,1,4,NA,3,1,1,3,1,3,2,81,7,4,9,2,1,2,0,2,1,13,1,0,2,4,1,43,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2
1712,1867,4,not interested,interest,4,not interested,Coded_Medical_A,interest,1.8048,1.1084,10/13/17,10/13/17,10,1,1,2,5,3,"Q10,Q9",NA,2,2,1,2,2,3,2,2,2,2,1,2,2,3,2,3,1,NA,4,1,4,2,2,4,NA,2,2,2,4,NA,NA,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,3,4,4,1,1,2,NA,2,3,3,3,4,3,4,2,NA,4,3,2,2,2,4,3,NA,2,1,NA,NA,NA,NA,NA,4,2,3,4,3,4,NA,3,2,2,2,2,4,2,57,5,3,9,2,1,2,1,2,3,13,1,1,3,5,2,59,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1713,1868,1,Determine a person's guilt or innocence involving crime,justice,2,Further genetic knowledge,Coded_Medical_A,value,1.3943,0.8563,10/13/17,10/13/17,22,1,1,2,5,4,NA,NA,1,1,1,2,2,2,2,2,1,1,1,2,3,3,2,3,1,NA,1,1,4,2,2,2,NA,4,2,2,1,NA,NA,1,1,1,1,1,2,2,2,2,3,3,3,2,-1,3,3,3,3,2,1,2,NA,2,4,2,4,5,2,3,3,NA,3,2,1,1,2,2,3,NA,1,2,1,0,0,0,NA,1,2,5,4,1,2,NA,3,1,1,1,2,2,2,59,5,3,13,4,1,2,1,2,1,15,1,0,3,7,1,74,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1714,1869,-1,NA,"NA",-1,NA,Coded_Medical_A,"NA",2.3571,1.4476,10/13/17,10/13/17,7,1,1,2,5,5,"Q10,Q9",NA,1,1,1,2,2,3,3,3,1,1,1,2,3,3,3,3,1,"Q29,Q30",4,4,4,-1,-1,-1,NA,1,1,2,-1,NA,NA,2,2,2,2,1,2,-1,-1,-1,2,-1,-1,-1,1,2,-1,-1,-1,1,2,2,NA,3,3,3,-1,3,3,3,3,NA,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,-1,-1,-1,-1,-1,-1,-1,34,2,2,10,3,1,1,1,4,1,9,1,0,2,3,2,31,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
